id_venda;data;cliente;produto;categoria;quantidade;valor_unitario;cidade;estado;forma_pagamento;valor_total
207;2026-02-04T06:52:00;Enzo Alves;Teclado Mecânico;Informática;5;249.9;Apucarana;PR;Pix;1249.5
208;2026-02-04T08:46:00;Vinícius Lopes;Impressora Tanque Tinta;Informática;2;1100.0;Maringá;PR;Cartão de Crédito;2200.0
209;2026-02-04T09:00:00;Daniel Souza;Mouse Sem Fio;Informática;8;89.9;Apucarana;PR;Pix;719.2
210;2026-02-04T09:20:00;Julia Carvalho;Nobreak 1500VA;Informática;10;799.0;Ibiporã;PR;Cartão de Crédito;7990.0
211;2026-02-04T12:15:00;Arthur Lopes;HD Externo 1TB;Informática;4;299.0;Arapongas;PR;Boleto Bancário;1196.0
212;2026-02-04T14:42:00;André Martins;Monitor Gamer 27 165Hz;Informática;9;1350.0;Apucarana;PR;Cartão de Crédito;12150.0
213;2026-02-04T16:29:00;Bruno Lima;Monitor Ultrawide 29;Informática;2;1150.0;Apucarana;PR;Boleto Bancário;2300.0
214;2026-02-04T20:46:00;João Souza;Monitor Ultrawide 29;Informática;3;1150.0;Cambé;PR;Boleto Bancário;3450.0
215;2026-02-05T00:35:00;André Rodrigues;Processador AMD Ryzen 7;Informática;4;1780.0;Maringá;PR;Cartão de Crédito;7120.0
216;2026-02-05T04:04:00;Julia Santos;Fonte Real 750W;Informática;8;490.0;Londrina;PR;Pix;3920.0
217;2026-02-05T04:14:00;Rafael Soares;Scanner de Mesa;Informática;5;650.0;Apucarana;PR;Pix;3250.0
218;2026-02-05T07:50:00;Ana Souza;Monitor Ultrawide 29;Informática;11;1150.0;Londrina;PR;Boleto Bancário;12650.0
219;2026-02-05T16:23:00;Lucas Santos;Processador AMD Ryzen 7;Informática;6;1780.0;Arapongas;PR;Boleto Bancário;10680.0
220;2026-02-05T18:24:00;Thiago Souza;Mousepad Extended;Informática;8;69.9;Cambé;PR;Boleto Bancário;559.2
221;2026-02-05T20:06:00;Gustavo Lopes;Teclado de Membrana;Informática;3;79.9;Apucarana;PR;Boleto Bancário;239.7
222;2026-02-05T22:21:00;André Lima;Impressora Tanque Tinta;Informática;5;1100.0;Londrina;PR;Pix;5500.0
223;2026-02-05T22:30:00;Enzo Soares;Placa de Vídeo RX 7600;Informática;10;1650.0;Maringá;PR;Cartão de Crédito;16500.0
224;2026-02-05T22:46:00;André Souza;Notebook Pro;Informática;11;6200.0;Maringá;PR;Pix;68200.0
225;2026-02-06T02:03:00;Vitor Souza;Notebook Pro;Informática;9;6200.0;Londrina;PR;Boleto Bancário;55800.0
226;2026-02-06T06:38:00;Rafael Almeida;Processador Intel i7;Informática;3;1950.0;Ibiporã;PR;Cartão de Crédito;5850.0
227;2026-02-06T07:29:00;Diego Lima;Switch Gigabit 8 Portas;Informática;4;135.0;Apucarana;PR;Boleto Bancário;540.0
228;2026-02-06T11:19:00;Ana Lima;Mouse Sem Fio;Informática;12;89.9;Ibiporã;PR;Pix;1078.8
229;2026-02-06T11:19:00;Arthur Pereira;Microfone Condensador;Informática;6;340.0;Arapongas;PR;Pix;2040.0
230;2026-02-06T13:55:00;Diego Souza;HD Externo 2TB;Informática;5;449.0;Ibiporã;PR;Boleto Bancário;2245.0
231;2026-02-06T14:58:00;Ana Souza;Notebook Home;Informática;10;2499.0;Londrina;PR;Cartão de Crédito;24990.0
232;2026-02-06T18:42:00;Enzo Costa;Monitor Ultrawide 29;Informática;6;1150.0;Cambé;PR;Boleto Bancário;6900.0
233;2026-02-06T21:33:00;Mateus Fernandes;Switch Gigabit 8 Portas;Informática;5;135.0;Apucarana;PR;Boleto Bancário;675.0
234;2026-02-06T22:52:00;Gustavo Costa;Memória RAM 8GB DDR4;Informática;2;180.0;Apucarana;PR;Pix;360.0
235;2026-02-07T02:08:00;Bruna Fernandes;Notebook Gamer;Informática;5;5499.0;Apucarana;PR;Boleto Bancário;27495.0
236;2026-02-07T02:10:00;João Santos;Scanner de Mesa;Informática;5;650.0;Maringá;PR;Cartão de Crédito;3250.0
237;2026-02-07T07:06:00;André Costa;Monitor 4K 32;Informática;4;2400.0;Londrina;PR;Boleto Bancário;9600.0
238;2026-02-07T07:33:00;Enzo Costa;Caixa de Som PC;Informática;6;120.0;Ibiporã;PR;Cartão de Crédito;720.0
239;2026-02-07T08:12:00;Felipe Rodrigues;Nobreak 1500VA;Informática;11;799.0;Arapongas;PR;Pix;8789.0
240;2026-02-07T09:02:00;Felipe Lopes;Gabinete Gamer ATX;Informática;7;320.0;Arapongas;PR;Boleto Bancário;2240.0
241;2026-02-07T19:00:00;Yasmin Fernandes;Placa de Vídeo RTX 4060;Informática;12;2100.0;Cambé;PR;Cartão de Crédito;25200.0
242;2026-02-08T00:13:00;Gustavo Pereira;Teclado Mecânico;Informática;12;249.9;Maringá;PR;Boleto Bancário;2998.8
243;2026-02-08T08:52:00;Beatriz Costa;Roteador Wi-Fi 6;Informática;8;320.0;Ibiporã;PR;Pix;2560.0
244;2026-02-08T10:05:00;Lucas Pereira;Monitor Ultrawide 29;Informática;3;1150.0;Ibiporã;PR;Boleto Bancário;3450.0
245;2026-02-08T13:44:00;Enzo Santos;SSD 2TB NVMe;Informática;2;820.0;Arapongas;PR;Cartão de Crédito;1640.0
246;2026-02-08T14:04:00;Gabriel Ferreira;Filtro Linha 6 Tomadas;Informática;12;49.9;Cambé;PR;Cartão de Crédito;598.8
247;2026-02-08T15:02:00;Amanda Rodrigues;Mini PC Intel;Informática;11;1250.0;Londrina;PR;Cartão de Crédito;13750.0
248;2026-02-08T19:57:00;André Souza;Teclado de Membrana;Informática;12;79.9;Apucarana;PR;Pix;958.8
249;2026-02-09T02:30:00;Bruna Vieira;Teclado Mecânico;Informática;5;249.9;Cambé;PR;Pix;1249.5
250;2026-02-09T05:42:00;Gabriel Fernandes;Monitor 21.5 IPS;Informática;8;599.0;Londrina;PR;Boleto Bancário;4792.0
251;2026-02-09T07:08:00;Bruna Silva;Cabo de Rede CAT6 5m;Informática;10;25.0;Londrina;PR;Pix;250.0
252;2026-02-09T12:45:00;Thiago Soares;HD Externo 1TB;Informática;2;299.0;Ibiporã;PR;Pix;598.0
253;2026-02-09T13:41:00;Lucas Pereira;Monitor 4K 32;Informática;7;2400.0;Londrina;PR;Cartão de Crédito;16800.0
254;2026-02-09T15:59:00;Vitor Lima;Memória RAM 32GB DDR5;Informática;6;750.0;Arapongas;PR;Boleto Bancário;4500.0
255;2026-02-09T22:27:00;Thiago Rodrigues;Monitor 21.5 IPS;Informática;6;599.0;Ibiporã;PR;Cartão de Crédito;3594.0
256;2026-02-09T23:24:00;Thiago Vieira;Cadeira Gamer;Informática;8;990.0;Apucarana;PR;Boleto Bancário;7920.0
257;2026-02-10T00:09:00;Amanda Santos;SSD 2TB NVMe;Informática;11;820.0;Londrina;PR;Cartão de Crédito;9020.0
258;2026-02-10T00:26:00;Leonardo Almeida;Mousepad Extended;Informática;4;69.9;Maringá;PR;Boleto Bancário;279.6
259;2026-02-10T02:28:00;Bruno Lima;Suporte Articulado;Informática;8;150.0;Londrina;PR;Cartão de Crédito;1200.0
260;2026-02-10T10:35:00;Felipe Lima;Notebook Home;Informática;11;2499.0;Arapongas;PR;Pix;27489.0
261;2026-02-10T11:19:00;Mateus Oliveira;Microfone Condensador;Informática;7;340.0;Londrina;PR;Cartão de Crédito;2380.0
262;2026-02-10T13:41:00;Vitor Lima;Roteador Wi-Fi 6;Informática;12;320.0;Apucarana;PR;Cartão de Crédito;3840.0
263;2026-02-10T14:26:00;Rodrigo Soares;Mouse Gamer RGB;Informática;9;149.9;Maringá;PR;Cartão de Crédito;1349.1
264;2026-02-10T15:32:00;Larissa Lima;Mini PC Intel;Informática;11;1250.0;Ibiporã;PR;Cartão de Crédito;13750.0
265;2026-02-10T19:03:00;Enzo Oliveira;Fonte Real 650W;Informática;6;380.0;Apucarana;PR;Cartão de Crédito;2280.0
266;2026-02-10T22:45:00;Gabriel Almeida;Memória RAM 8GB DDR4;Informática;9;180.0;Cambé;PR;Pix;1620.0
267;2026-02-10T23:55:00;Amanda Ribeiro;SSD 1TB NVMe;Informática;1;450.0;Apucarana;PR;Pix;450.0
268;2026-02-11T10:26:00;Mateus Alves;Monitor 21.5 IPS;Informática;9;599.0;Cambé;PR;Boleto Bancário;5391.0
269;2026-02-11T18:15:00;Felipe Lima;Teclado Mecânico;Informática;11;249.9;Maringá;PR;Pix;2748.9
270;2026-02-12T09:38:00;João Pereira;Monitor Gamer 27 165Hz;Informática;4;1350.0;Maringá;PR;Pix;5400.0
271;2026-02-12T23:15:00;Vinícius Silva;Processador AMD Ryzen 7;Informática;4;1780.0;Ibiporã;PR;Cartão de Crédito;7120.0
272;2026-02-12T23:28:00;Beatriz Rodrigues;HD Externo 2TB;Informática;1;449.0;Cambé;PR;Boleto Bancário;449.0
273;2026-02-13T02:32:00;João Ribeiro;SSD 1TB NVMe;Informática;6;450.0;Ibiporã;PR;Boleto Bancário;2700.0
274;2026-02-13T04:17:00;Arthur Pereira;Placa de Vídeo RTX 4060;Informática;11;2100.0;Apucarana;PR;Boleto Bancário;23100.0
275;2026-02-13T18:37:00;Mateus Pereira;Notebook Home;Informática;10;2499.0;Londrina;PR;Boleto Bancário;24990.0
276;2026-02-13T19:29:00;Larissa Oliveira;Memória RAM 8GB DDR4;Informática;1;180.0;Londrina;PR;Boleto Bancário;180.0
277;2026-02-13T21:05:00;Julia Carvalho;Memória RAM 16GB DDR4;Informática;8;320.0;Arapongas;PR;Cartão de Crédito;2560.0
278;2026-02-13T21:24:00;Pedro Ribeiro;Repetidor Wi-Fi;Informática;8;89.0;Ibiporã;PR;Cartão de Crédito;712.0
279;2026-02-14T03:42:00;Enzo Oliveira;HD Externo 2TB;Informática;11;449.0;Ibiporã;PR;Cartão de Crédito;4939.0
280;2026-02-14T11:32:00;Felipe Lopes;Mouse Sem Fio;Informática;11;89.9;Londrina;PR;Boleto Bancário;988.9
281;2026-02-14T14:58:00;Larissa Soares;Monitor 4K 32;Informática;10;2400.0;Cambé;PR;Boleto Bancário;24000.0
282;2026-02-14T15:33:00;Felipe Lopes;Memória RAM 32GB DDR5;Informática;2;750.0;Cambé;PR;Boleto Bancário;1500.0
283;2026-02-14T17:04:00;Gabriel Fernandes;Notebook Home;Informática;5;2499.0;Londrina;PR;Cartão de Crédito;12495.0
284;2026-02-14T17:10:00;Rafael Soares;Monitor Gamer 27 165Hz;Informática;10;1350.0;Maringá;PR;Pix;13500.0
285;2026-02-14T19:09:00;Vitor Lima;Monitor 4K 32;Informática;6;2400.0;Ibiporã;PR;Pix;14400.0
286;2026-02-14T19:36:00;Enzo Soares;Cooler Fan 120mm;Informática;1;45.0;Cambé;PR;Pix;45.0
287;2026-02-14T20:43:00;Amanda Souza;HD Externo 2TB;Informática;8;449.0;Apucarana;PR;Cartão de Crédito;3592.0
288;2026-02-14T21:29:00;Mateus Costa;Processador Intel i7;Informática;11;1950.0;Londrina;PR;Cartão de Crédito;21450.0
289;2026-02-14T22:28:00;Bruna Pereira;Adaptador Bluetooth USB;Informática;8;39.9;Maringá;PR;Cartão de Crédito;319.2
290;2026-02-15T01:53:00;Pedro Oliveira;Cadeira Gamer;Informática;2;990.0;Ibiporã;PR;Boleto Bancário;1980.0
291;2026-02-15T12:20:00;Mateus Soares;Memória RAM 8GB DDR4;Informática;11;180.0;Maringá;PR;Pix;1980.0
292;2026-02-16T04:27:00;Amanda Pereira;Cooler Fan 120mm;Informática;8;45.0;Londrina;PR;Cartão de Crédito;360.0
293;2026-02-16T05:11:00;Arthur Alves;SSD 2TB NVMe;Informática;5;820.0;Apucarana;PR;Boleto Bancário;4100.0
294;2026-02-16T06:21:00;Mateus Vieira;Mouse Gamer RGB;Informática;12;149.9;Londrina;PR;Cartão de Crédito;1798.8
295;2026-02-16T17:18:00;Gabriel Martins;Suporte Articulado;Informática;1;150.0;Maringá;PR;Boleto Bancário;150.0
296;2026-02-16T22:49:00;Gabriel Vieira;Notebook Pro;Informática;6;6200.0;Apucarana;PR;Pix;37200.0
297;2026-02-17T00:47:00;Felipe Silva;Notebook Home;Informática;12;2499.0;Londrina;PR;Pix;29988.0
298;2026-02-17T10:53:00;Amanda Gomes;Teclado Mecânico;Informática;2;249.9;Arapongas;PR;Pix;499.8
299;2026-02-17T20:42:00;Larissa Soares;Monitor 21.5 IPS;Informática;7;599.0;Ibiporã;PR;Pix;4193.0
300;2026-02-18T01:17:00;João Santos;Webcam Full HD;Informática;3;210.0;Londrina;PR;Cartão de Crédito;630.0
301;2026-02-18T08:02:00;Gustavo Pereira;Impressora Tanque Tinta;Informática;1;1100.0;Maringá;PR;Cartão de Crédito;1100.0
302;2026-02-18T10:38:00;Enzo Almeida;Webcam Full HD;Informática;8;210.0;Cambé;PR;Boleto Bancário;1680.0
303;2026-02-18T19:16:00;Amanda Gomes;Mousepad Extended;Informática;10;69.9;Arapongas;PR;Pix;699.0
304;2026-02-18T23:07:00;Rafael Silva;Notebook Home;Informática;11;2499.0;Ibiporã;PR;Cartão de Crédito;27489.0
305;2026-02-19T05:39:00;João Alves;Monitor Gamer 24 144Hz;Informática;2;980.0;Arapongas;PR;Pix;1960.0
306;2026-02-19T06:47:00;Amanda Ribeiro;Placa de Vídeo RTX 4060;Informática;5;2100.0;Ibiporã;PR;Pix;10500.0
307;2026-02-19T07:17:00;Rafael Souza;Processador Intel i7;Informática;11;1950.0;Cambé;PR;Boleto Bancário;21450.0
308;2026-02-19T10:07:00;Gustavo Pereira;Adaptador Bluetooth USB;Informática;10;39.9;Maringá;PR;Boleto Bancário;399.0
309;2026-02-19T11:22:00;Maria Souza;Teclado Mecânico;Informática;9;249.9;Ibiporã;PR;Boleto Bancário;2249.1
310;2026-02-19T11:35:00;Rodrigo Fernandes;Notebook Home;Informática;7;2499.0;Ibiporã;PR;Boleto Bancário;17493.0
311;2026-02-19T13:42:00;Gustavo Costa;Fonte Real 750W;Informática;6;490.0;Ibiporã;PR;Boleto Bancário;2940.0
312;2026-02-19T22:44:00;Gabriel Almeida;Notebook Pro;Informática;3;6200.0;Cambé;PR;Boleto Bancário;18600.0
313;2026-02-20T02:37:00;Diego Lima;Placa de Vídeo RX 7600;Informática;11;1650.0;Maringá;PR;Boleto Bancário;18150.0
314;2026-02-20T10:14:00;Lucas Costa;Monitor Gamer 24 144Hz;Informática;3;980.0;Londrina;PR;Pix;2940.0
315;2026-02-20T11:27:00;Lucas Santos;Mouse Gamer RGB;Informática;6;149.9;Apucarana;PR;Cartão de Crédito;899.4
316;2026-02-20T13:07:00;André Souza;Monitor Ultrawide 29;Informática;9;1150.0;Ibiporã;PR;Pix;10350.0
317;2026-02-20T14:06:00;Letícia Carvalho;Caixa de Som PC;Informática;2;120.0;Arapongas;PR;Pix;240.0
318;2026-02-20T14:37:00;Guilherme Santos;Adaptador Bluetooth USB;Informática;2;39.9;Arapongas;PR;Pix;79.8
319;2026-02-20T20:35:00;Gabriel Fernandes;Mouse Gamer RGB;Informática;8;149.9;Ibiporã;PR;Boleto Bancário;1199.2
320;2026-02-21T00:39:00;Julia Gomes;Processador AMD Ryzen 7;Informática;7;1780.0;Arapongas;PR;Cartão de Crédito;12460.0
321;2026-02-21T01:20:00;Larissa Pereira;Repetidor Wi-Fi;Informática;1;89.0;Londrina;PR;Boleto Bancário;89.0
322;2026-02-21T01:50:00;Beatriz Costa;Notebook Home;Informática;5;2499.0;Cambé;PR;Boleto Bancário;12495.0
323;2026-02-21T09:20:00;Larissa Oliveira;HD Externo 2TB;Informática;11;449.0;Arapongas;PR;Pix;4939.0
324;2026-02-21T15:20:00;Vitor Ferreira;Headset Gamer;Informática;4;199.9;Arapongas;PR;Pix;799.6
325;2026-02-21T19:08:00;Daniel Ribeiro;Repetidor Wi-Fi;Informática;10;89.0;Cambé;PR;Pix;890.0
326;2026-02-22T02:53:00;Mateus Carvalho;Scanner de Mesa;Informática;6;650.0;Ibiporã;PR;Pix;3900.0
327;2026-02-22T12:58:00;Rodrigo Fernandes;Memória RAM 16GB DDR4;Informática;11;320.0;Maringá;PR;Cartão de Crédito;3520.0
328;2026-02-22T13:24:00;Bruna Oliveira;Teclado Mecânico;Informática;11;249.9;Apucarana;PR;Boleto Bancário;2748.9
329;2026-02-22T13:32:00;Bruna Vieira;Monitor 4K 32;Informática;12;2400.0;Londrina;PR;Cartão de Crédito;28800.0
330;2026-02-22T16:30:00;Lucas Costa;SSD 1TB NVMe;Informática;3;450.0;Ibiporã;PR;Boleto Bancário;1350.0
331;2026-02-23T13:50:00;Vitor Souza;Nobreak 1500VA;Informática;2;799.0;Apucarana;PR;Boleto Bancário;1598.0
332;2026-02-23T18:13:00;Letícia Pereira;HD Externo 1TB;Informática;2;299.0;Arapongas;PR;Cartão de Crédito;598.0
333;2026-02-24T02:26:00;Letícia Pereira;Monitor 21.5 IPS;Informática;12;599.0;Apucarana;PR;Cartão de Crédito;7188.0
334;2026-02-24T04:48:00;Julia Carvalho;Suporte Articulado;Informática;1;150.0;Ibiporã;PR;Boleto Bancário;150.0
335;2026-02-24T06:17:00;João Ribeiro;Cabo de Rede CAT6 5m;Informática;8;25.0;Arapongas;PR;Boleto Bancário;200.0
336;2026-02-24T06:52:00;Rodrigo Alves;Cabo de Rede CAT6 5m;Informática;3;25.0;Arapongas;PR;Cartão de Crédito;75.0
337;2026-02-24T08:42:00;Letícia Costa;Monitor 4K 32;Informática;1;2400.0;Cambé;PR;Pix;2400.0
338;2026-02-24T14:20:00;Gustavo Costa;Cabo de Rede CAT6 5m;Informática;9;25.0;Maringá;PR;Boleto Bancário;225.0
339;2026-02-24T19:18:00;André Rodrigues;Cabo de Rede CAT6 5m;Informática;12;25.0;Maringá;PR;Cartão de Crédito;300.0
340;2026-02-24T20:40:00;Mateus Carvalho;Headset Bluetooth;Informática;10;280.0;Cambé;PR;Pix;2800.0
341;2026-02-25T04:35:00;Gabriel Almeida;Monitor Ultrawide 29;Informática;7;1150.0;Cambé;PR;Boleto Bancário;8050.0
342;2026-02-25T07:43:00;João Ferreira;Suporte Articulado;Informática;5;150.0;Arapongas;PR;Pix;750.0
343;2026-02-25T13:28:00;Aline Ferreira;Cooler Fan 120mm;Informática;3;45.0;Maringá;PR;Pix;135.0
344;2026-02-25T14:44:00;Daniel Barbosa;Switch Gigabit 8 Portas;Informática;12;135.0;Cambé;PR;Pix;1620.0
345;2026-02-25T15:13:00;Larissa Pereira;Impressora Tanque Tinta;Informática;6;1100.0;Ibiporã;PR;Boleto Bancário;6600.0
346;2026-02-25T16:07:00;João Vieira;Repetidor Wi-Fi;Informática;4;89.0;Maringá;PR;Cartão de Crédito;356.0
347;2026-02-26T07:08:00;Ana Lima;Notebook Home;Informática;5;2499.0;Ibiporã;PR;Pix;12495.0
348;2026-02-26T09:02:00;Enzo Vieira;Mini PC Intel;Informática;12;1250.0;Ibiporã;PR;Cartão de Crédito;15000.0
349;2026-02-26T12:44:00;Lucas Vieira;Monitor Ultrawide 29;Informática;12;1150.0;Ibiporã;PR;Pix;13800.0
350;2026-02-26T13:19:00;Aline Costa;Scanner de Mesa;Informática;6;650.0;Cambé;PR;Pix;3900.0
351;2026-02-26T14:23:00;Aline Santos;Cabo de Rede CAT6 5m;Informática;11;25.0;Ibiporã;PR;Pix;275.0
352;2026-02-26T14:56:00;Daniel Alves;Mini PC Intel;Informática;9;1250.0;Apucarana;PR;Pix;11250.0
353;2026-02-26T15:14:00;Amanda Costa;Processador Intel i7;Informática;2;1950.0;Londrina;PR;Pix;3900.0
354;2026-02-26T19:02:00;Vitor Ferreira;SSD 500GB NVMe;Informática;11;260.0;Londrina;PR;Cartão de Crédito;2860.0
355;2026-02-26T23:09:00;Rafael Ferreira;Water Cooler 240mm;Informática;3;410.0;Apucarana;PR;Boleto Bancário;1230.0
356;2026-02-27T03:12:00;Guilherme Carvalho;Gabinete Gamer ATX;Informática;1;320.0;Ibiporã;PR;Pix;320.0
357;2026-02-27T06:09:00;Rafael Ferreira;HD Externo 2TB;Informática;9;449.0;Londrina;PR;Pix;4041.0
358;2026-02-27T09:54:00;Julia Gomes;Mousepad Extended;Informática;10;69.9;Ibiporã;PR;Boleto Bancário;699.0
359;2026-02-27T16:24:00;André Souza;Repetidor Wi-Fi;Informática;12;89.0;Ibiporã;PR;Boleto Bancário;1068.0
360;2026-02-27T20:04:00;Letícia Carvalho;Headset Bluetooth;Informática;9;280.0;Ibiporã;PR;Pix;2520.0
361;2026-02-27T21:46:00;Gustavo Martins;Impressora Tanque Tinta;Informática;1;1100.0;Arapongas;PR;Pix;1100.0
362;2026-02-28T11:11:00;Vinícius Lopes;Webcam Full HD;Informática;6;210.0;Cambé;PR;Cartão de Crédito;1260.0
363;2026-02-28T11:35:00;Daniel Souza;Processador Intel i7;Informática;5;1950.0;Maringá;PR;Boleto Bancário;9750.0
364;2026-02-28T13:21:00;Arthur Lopes;Cadeira Gamer;Informática;4;990.0;Ibiporã;PR;Boleto Bancário;3960.0
365;2026-02-28T16:35:00;Yasmin Costa;Scanner de Mesa;Informática;6;650.0;Cambé;PR;Boleto Bancário;3900.0
366;2026-02-28T19:51:00;Amanda Carvalho;Filtro Linha 6 Tomadas;Informática;4;49.9;Ibiporã;PR;Cartão de Crédito;199.6
367;2026-02-28T21:53:00;Guilherme Santos;Cooler Fan 120mm;Informática;3;45.0;Ibiporã;PR;Cartão de Crédito;135.0
368;2026-02-28T23:03:00;André Rodrigues;SSD 2TB NVMe;Informática;12;820.0;Cambé;PR;Cartão de Crédito;9840.0
369;2026-03-01T01:06:00;Arthur Alves;Headset Bluetooth;Informática;7;280.0;Apucarana;PR;Boleto Bancário;1960.0
370;2026-03-01T02:45:00;Enzo Vieira;Gabinete Gamer ATX;Informática;3;320.0;Cambé;PR;Pix;960.0
371;2026-03-01T08:50:00;Beatriz Lima;Processador Intel i7;Informática;8;1950.0;Ibiporã;PR;Cartão de Crédito;15600.0
372;2026-03-01T09:45:00;Diego Soares;Placa de Vídeo RTX 4060;Informática;6;2100.0;Cambé;PR;Cartão de Crédito;12600.0
373;2026-03-01T10:49:00;Vitor Barbosa;Cadeira Gamer;Informática;10;990.0;Ibiporã;PR;Pix;9900.0
374;2026-03-01T13:02:00;Aline Santos;Monitor Gamer 27 165Hz;Informática;9;1350.0;Apucarana;PR;Cartão de Crédito;12150.0
375;2026-03-01T15:01:00;Guilherme Almeida;Scanner de Mesa;Informática;9;650.0;Maringá;PR;Cartão de Crédito;5850.0
376;2026-03-01T17:13:00;Aline Souza;Monitor 4K 32;Informática;9;2400.0;Maringá;PR;Pix;21600.0
377;2026-03-01T17:47:00;Gabriel Oliveira;Roteador Wi-Fi 6;Informática;7;320.0;Londrina;PR;Pix;2240.0
378;2026-03-02T08:21:00;Yasmin Vieira;Fonte Real 650W;Informática;11;380.0;Apucarana;PR;Pix;4180.0
379;2026-03-02T12:36:00;Enzo Santos;Headset Gamer;Informática;4;199.9;Cambé;PR;Boleto Bancário;799.6
380;2026-03-02T14:39:00;Ana Alves;Monitor Gamer 24 144Hz;Informática;11;980.0;Londrina;PR;Cartão de Crédito;10780.0
381;2026-03-02T17:08:00;Gustavo Lopes;Tablet Android 10;Informática;8;899.0;Maringá;PR;Boleto Bancário;7192.0
382;2026-03-02T21:19:00;Aline Gomes;Notebook Home;Informática;4;2499.0;Londrina;PR;Boleto Bancário;9996.0
383;2026-03-03T06:39:00;Vitor Oliveira;Mouse Gamer RGB;Informática;2;149.9;Arapongas;PR;Pix;299.8
384;2026-03-03T07:03:00;Gustavo Pereira;Roteador Wi-Fi 6;Informática;5;320.0;Londrina;PR;Boleto Bancário;1600.0
385;2026-03-03T08:28:00;Bruna Vieira;Cadeira Gamer;Informática;9;990.0;Cambé;PR;Pix;8910.0
386;2026-03-03T09:51:00;Gabriel Martins;Monitor Gamer 27 165Hz;Informática;5;1350.0;Ibiporã;PR;Cartão de Crédito;6750.0
387;2026-03-03T15:58:00;João Lima;Mouse Gamer RGB;Informática;2;149.9;Londrina;PR;Cartão de Crédito;299.8
388;2026-03-03T17:20:00;Gabriel Oliveira;Cadeira Gamer;Informática;9;990.0;Londrina;PR;Boleto Bancário;8910.0
389;2026-03-03T18:24:00;Yasmin Almeida;Placa-Mãe ASUS Prime;Informática;11;780.0;Ibiporã;PR;Cartão de Crédito;8580.0
390;2026-03-03T22:09:00;Pedro Carvalho;Mini PC Intel;Informática;2;1250.0;Maringá;PR;Boleto Bancário;2500.0
391;2026-03-03T22:10:00;Felipe Santos;Impressora Tanque Tinta;Informática;7;1100.0;Ibiporã;PR;Cartão de Crédito;7700.0
392;2026-03-03T22:30:00;Vinícius Lopes;Filtro Linha 6 Tomadas;Informática;3;49.9;Londrina;PR;Pix;149.7
393;2026-03-03T23:26:00;Beatriz Lima;Scanner de Mesa;Informática;1;650.0;Londrina;PR;Cartão de Crédito;650.0
394;2026-03-04T01:36:00;Thiago Souza;Placa de Vídeo RX 7600;Informática;5;1650.0;Cambé;PR;Cartão de Crédito;8250.0
395;2026-03-04T02:17:00;Vinícius Silva;Adaptador Bluetooth USB;Informática;5;39.9;Arapongas;PR;Pix;199.5
396;2026-03-04T03:44:00;João Vieira;Mousepad Extended;Informática;7;69.9;Arapongas;PR;Pix;489.3
397;2026-03-04T04:41:00;Beatriz Ferreira;Processador AMD Ryzen 7;Informática;11;1780.0;Londrina;PR;Boleto Bancário;19580.0
398;2026-03-04T09:42:00;João Carvalho;Processador Intel i7;Informática;12;1950.0;Cambé;PR;Cartão de Crédito;23400.0
399;2026-03-04T10:24:00;Daniel Souza;Suporte Articulado;Informática;10;150.0;Londrina;PR;Boleto Bancário;1500.0
400;2026-03-04T15:35:00;João Pereira;Placa-Mãe ASUS Prime;Informática;9;780.0;Londrina;PR;Pix;7020.0
401;2026-03-04T18:33:00;Enzo Alves;Mini PC Intel;Informática;10;1250.0;Londrina;PR;Pix;12500.0
402;2026-03-04T22:14:00;Arthur Soares;Suporte Articulado;Informática;7;150.0;Arapongas;PR;Boleto Bancário;1050.0
403;2026-03-05T00:16:00;Rafael Almeida;Processador AMD Ryzen 7;Informática;3;1780.0;Cambé;PR;Cartão de Crédito;5340.0
404;2026-03-05T03:29:00;Daniel Alves;Memória RAM 32GB DDR5;Informática;7;750.0;Cambé;PR;Pix;5250.0
405;2026-03-05T05:52:00;Thiago Rodrigues;Notebook Gamer;Informática;5;5499.0;Ibiporã;PR;Boleto Bancário;27495.0
406;2026-03-05T20:17:00;Bruna Vieira;Notebook Pro;Informática;1;6200.0;Cambé;PR;Boleto Bancário;6200.0
407;2026-03-05T21:42:00;João Ribeiro;SSD 500GB NVMe;Informática;1;260.0;Londrina;PR;Boleto Bancário;260.0
408;2026-03-05T23:40:00;Ana Gomes;Switch Gigabit 8 Portas;Informática;9;135.0;Cambé;PR;Cartão de Crédito;1215.0
409;2026-03-06T00:05:00;Yasmin Almeida;Mouse Sem Fio;Informática;12;89.9;Ibiporã;PR;Boleto Bancário;1078.8
410;2026-03-06T01:41:00;Yasmin Vieira;Teclado de Membrana;Informática;7;79.9;Ibiporã;PR;Boleto Bancário;559.3
411;2026-03-06T07:07:00;Enzo Soares;SSD 500GB NVMe;Informática;3;260.0;Maringá;PR;Boleto Bancário;780.0
412;2026-03-06T10:07:00;Maria Lima;Gabinete Gamer ATX;Informática;2;320.0;Maringá;PR;Boleto Bancário;640.0
413;2026-03-06T15:07:00;Vitor Ferreira;Adaptador Bluetooth USB;Informática;9;39.9;Arapongas;PR;Boleto Bancário;359.1
414;2026-03-07T06:21:00;Lucas Martins;Repetidor Wi-Fi;Informática;5;89.0;Ibiporã;PR;Cartão de Crédito;445.0
