id_venda;data;cliente;produto;categoria;quantidade;valor_unitario;cidade;estado;forma_pagamento
231;06/02/2026 14:58;Ana Souza;Notebook Home;Informática;10;2499.0;Londrina;PR;Cartão de Crédito
232;06/02/2026 18:42;Enzo Costa;Monitor Ultrawide 29;Informática;6;1150.0;Cambé;PR;Boleto Bancário
233;06/02/2026 21:33;Mateus Fernandes;Switch Gigabit 8 Portas;Informática;5;135.0;Apucarana;PR;Boleto Bancário
234;06/02/2026 22:52;Gustavo Costa;Memória RAM 8GB DDR4;Informática;2;180.0;Apucarana;PR;Pix
235;07/02/2026 02:08;Bruna Fernandes;Notebook Gamer;Informática;5;5499.0;Apucarana;PR;Boleto Bancário
236;07/02/2026 02:10;João Santos;Scanner de Mesa;Informática;5;650.0;Maringá;PR;Cartão de Crédito
237;07/02/2026 07:06;André Costa;Monitor 4K 32;Informática;4;2400.0;Londrina;PR;Boleto Bancário
238;07/02/2026 07:33;Enzo Costa;Caixa de Som PC;Informática;6;120.0;Ibiporã;PR;Cartão de Crédito
239;07/02/2026 08:12;Felipe Rodrigues;Nobreak 1500VA;Informática;11;799.0;Arapongas;PR;Pix
240;07/02/2026 09:02;Felipe Lopes;Gabinete Gamer ATX;Informática;7;320.0;Arapongas;PR;Boleto Bancário
241;07/02/2026 19:00;Yasmin Fernandes;Placa de Vídeo RTX 4060;Informática;12;2100.0;Cambé;PR;Cartão de Crédito
242;08/02/2026 00:13;Gustavo Pereira;Teclado Mecânico;Informática;12;249.9;Maringá;PR;Boleto Bancário
243;08/02/2026 08:52;Beatriz Costa;Roteador Wi-Fi 6;Informática;8;320.0;Ibiporã;PR;Pix
244;08/02/2026 10:05;Lucas Pereira;Monitor Ultrawide 29;Informática;3;1150.0;Ibiporã;PR;Boleto Bancário
245;08/02/2026 13:44;Enzo Santos;SSD 2TB NVMe;Informática;2;820.0;Arapongas;PR;Cartão de Crédito
246;08/02/2026 14:04;Gabriel Ferreira;Filtro Linha 6 Tomadas;Informática;12;49.9;Cambé;PR;Cartão de Crédito
247;08/02/2026 15:02;Amanda Rodrigues;Mini PC Intel;Informática;11;1250.0;Londrina;PR;Cartão de Crédito
248;08/02/2026 19:57;André Souza;Teclado de Membrana;Informática;12;79.9;Apucarana;PR;Pix
249;09/02/2026 02:30;Bruna Vieira;Teclado Mecânico;Informática;5;249.9;Cambé;PR;Pix
250;09/02/2026 05:42;Gabriel Fernandes;Monitor 21.5 IPS;Informática;8;599.0;Londrina;PR;Boleto Bancário
251;09/02/2026 07:08;Bruna Silva;Cabo de Rede CAT6 5m;Informática;10;25.0;Londrina;PR;Pix
252;09/02/2026 12:45;Thiago Soares;HD Externo 1TB;Informática;2;299.0;Ibiporã;PR;Pix
253;09/02/2026 13:41;Lucas Pereira;Monitor 4K 32;Informática;7;2400.0;Londrina;PR;Cartão de Crédito
254;09/02/2026 15:59;Vitor Lima;Memória RAM 32GB DDR5;Informática;6;750.0;Arapongas;PR;Boleto Bancário
255;09/02/2026 22:27;Thiago Rodrigues;Monitor 21.5 IPS;Informática;6;599.0;Ibiporã;PR;Cartão de Crédito
256;09/02/2026 23:24;Thiago Vieira;Cadeira Gamer;Informática;8;990.0;Apucarana;PR;Boleto Bancário
257;10/02/2026 00:09;Amanda Santos;SSD 2TB NVMe;Informática;11;820.0;Londrina;PR;Cartão de Crédito
258;10/02/2026 00:26;Leonardo Almeida;Mousepad Extended;Informática;4;69.9;Maringá;PR;Boleto Bancário
259;10/02/2026 02:28;Bruno Lima;Suporte Articulado;Informática;8;150.0;Londrina;PR;Cartão de Crédito
260;10/02/2026 10:35;Felipe Lima;Notebook Home;Informática;11;2499.0;Arapongas;PR;Pix
261;10/02/2026 11:19;Mateus Oliveira;Microfone Condensador;Informática;7;340.0;Londrina;PR;Cartão de Crédito
262;10/02/2026 13:41;Vitor Lima;Roteador Wi-Fi 6;Informática;12;320.0;Apucarana;PR;Cartão de Crédito
263;10/02/2026 14:26;Rodrigo Soares;Mouse Gamer RGB;Informática;9;149.9;Maringá;PR;Cartão de Crédito
264;10/02/2026 15:32;Larissa Lima;Mini PC Intel;Informática;11;1250.0;Ibiporã;PR;Cartão de Crédito
265;10/02/2026 19:03;Enzo Oliveira;Fonte Real 650W;Informática;6;380.0;Apucarana;PR;Cartão de Crédito
266;10/02/2026 22:45;Gabriel Almeida;Memória RAM 8GB DDR4;Informática;9;180.0;Cambé;PR;Pix
267;10/02/2026 23:55;Amanda Ribeiro;SSD 1TB NVMe;Informática;1;450.0;Apucarana;PR;Pix
268;11/02/2026 10:26;Mateus Alves;Monitor 21.5 IPS;Informática;9;599.0;Cambé;PR;Boleto Bancário
269;11/02/2026 18:15;Felipe Lima;Teclado Mecânico;Informática;11;249.9;Maringá;PR;Pix
270;12/02/2026 09:38;João Pereira;Monitor Gamer 27 165Hz;Informática;4;1350.0;Maringá;PR;Pix
271;12/02/2026 23:15;Vinícius Silva;Processador AMD Ryzen 7;Informática;4;1780.0;Ibiporã;PR;Cartão de Crédito
272;12/02/2026 23:28;Beatriz Rodrigues;HD Externo 2TB;Informática;1;449.0;Cambé;PR;Boleto Bancário
273;13/02/2026 02:32;João Ribeiro;SSD 1TB NVMe;Informática;6;450.0;Ibiporã;PR;Boleto Bancário
274;13/02/2026 04:17;Arthur Pereira;Placa de Vídeo RTX 4060;Informática;11;2100.0;Apucarana;PR;Boleto Bancário
275;13/02/2026 18:37;Mateus Pereira;Notebook Home;Informática;10;2499.0;Londrina;PR;Boleto Bancário
276;13/02/2026 19:29;Larissa Oliveira;Memória RAM 8GB DDR4;Informática;1;180.0;Londrina;PR;Boleto Bancário
277;13/02/2026 21:05;Julia Carvalho;Memória RAM 16GB DDR4;Informática;8;320.0;Arapongas;PR;Cartão de Crédito
278;13/02/2026 21:24;Pedro Ribeiro;Repetidor Wi-Fi;Informática;8;89.0;Ibiporã;PR;Cartão de Crédito
279;14/02/2026 03:42;Enzo Oliveira;HD Externo 2TB;Informática;11;449.0;Ibiporã;PR;Cartão de Crédito
280;14/02/2026 11:32;Felipe Lopes;Mouse Sem Fio;Informática;11;89.9;Londrina;PR;Boleto Bancário
281;14/02/2026 14:58;Larissa Soares;Monitor 4K 32;Informática;10;2400.0;Cambé;PR;Boleto Bancário
282;14/02/2026 15:33;Felipe Lopes;Memória RAM 32GB DDR5;Informática;2;750.0;Cambé;PR;Boleto Bancário
283;14/02/2026 17:04;Gabriel Fernandes;Notebook Home;Informática;5;2499.0;Londrina;PR;Cartão de Crédito
284;14/02/2026 17:10;Rafael Soares;Monitor Gamer 27 165Hz;Informática;10;1350.0;Maringá;PR;Pix
285;14/02/2026 19:09;Vitor Lima;Monitor 4K 32;Informática;6;2400.0;Ibiporã;PR;Pix
286;14/02/2026 19:36;Enzo Soares;Cooler Fan 120mm;Informática;1;45.0;Cambé;PR;Pix
287;14/02/2026 20:43;Amanda Souza;HD Externo 2TB;Informática;8;449.0;Apucarana;PR;Cartão de Crédito
288;14/02/2026 21:29;Mateus Costa;Processador Intel i7;Informática;11;1950.0;Londrina;PR;Cartão de Crédito
289;14/02/2026 22:28;Bruna Pereira;Adaptador Bluetooth USB;Informática;8;39.9;Maringá;PR;Cartão de Crédito
290;15/02/2026 01:53;Pedro Oliveira;Cadeira Gamer;Informática;2;990.0;Ibiporã;PR;Boleto Bancário
291;15/02/2026 12:20;Mateus Soares;Memória RAM 8GB DDR4;Informática;11;180.0;Maringá;PR;Pix
292;16/02/2026 04:27;Amanda Pereira;Cooler Fan 120mm;Informática;8;45.0;Londrina;PR;Cartão de Crédito
293;16/02/2026 05:11;Arthur Alves;SSD 2TB NVMe;Informática;5;820.0;Apucarana;PR;Boleto Bancário
294;16/02/2026 06:21;Mateus Vieira;Mouse Gamer RGB;Informática;12;149.9;Londrina;PR;Cartão de Crédito
295;16/02/2026 17:18;Gabriel Martins;Suporte Articulado;Informática;1;150.0;Maringá;PR;Boleto Bancário
296;16/02/2026 22:49;Gabriel Vieira;Notebook Pro;Informática;6;6200.0;Apucarana;PR;Pix
297;17/02/2026 00:47;Felipe Silva;Notebook Home;Informática;12;2499.0;Londrina;PR;Pix
298;17/02/2026 10:53;Amanda Gomes;Teclado Mecânico;Informática;2;249.9;Arapongas;PR;Pix
299;17/02/2026 20:42;Larissa Soares;Monitor 21.5 IPS;Informática;7;599.0;Ibiporã;PR;Pix
300;18/02/2026 01:17;João Santos;Webcam Full HD;Informática;3;210.0;Londrina;PR;Cartão de Crédito
301;18/02/2026 08:02;Gustavo Pereira;Impressora Tanque Tinta;Informática;1;1100.0;Maringá;PR;Cartão de Crédito
302;18/02/2026 10:38;Enzo Almeida;Webcam Full HD;Informática;8;210.0;Cambé;PR;Boleto Bancário
303;18/02/2026 19:16;Amanda Gomes;Mousepad Extended;Informática;10;69.9;Arapongas;PR;Pix
304;18/02/2026 23:07;Rafael Silva;Notebook Home;Informática;11;2499.0;Ibiporã;PR;Cartão de Crédito
305;19/02/2026 05:39;João Alves;Monitor Gamer 24 144Hz;Informática;2;980.0;Arapongas;PR;Pix
306;19/02/2026 06:47;Amanda Ribeiro;Placa de Vídeo RTX 4060;Informática;5;2100.0;Ibiporã;PR;Pix
307;19/02/2026 07:17;Rafael Souza;Processador Intel i7;Informática;11;1950.0;Cambé;PR;Boleto Bancário
308;19/02/2026 10:07;Gustavo Pereira;Adaptador Bluetooth USB;Informática;10;39.9;Maringá;PR;Boleto Bancário
309;19/02/2026 11:22;Maria Souza;Teclado Mecânico;Informática;9;249.9;Ibiporã;PR;Boleto Bancário
310;19/02/2026 11:35;Rodrigo Fernandes;Notebook Home;Informática;7;2499.0;Ibiporã;PR;Boleto Bancário
311;19/02/2026 13:42;Gustavo Costa;Fonte Real 750W;Informática;6;490.0;Ibiporã;PR;Boleto Bancário
312;19/02/2026 22:44;Gabriel Almeida;Notebook Pro;Informática;3;6200.0;Cambé;PR;Boleto Bancário
313;20/02/2026 02:37;Diego Lima;Placa de Vídeo RX 7600;Informática;11;1650.0;Maringá;PR;Boleto Bancário
314;20/02/2026 10:14;Lucas Costa;Monitor Gamer 24 144Hz;Informática;3;980.0;Londrina;PR;Pix
315;20/02/2026 11:27;Lucas Santos;Mouse Gamer RGB;Informática;6;149.9;Apucarana;PR;Cartão de Crédito
316;20/02/2026 13:07;André Souza;Monitor Ultrawide 29;Informática;9;1150.0;Ibiporã;PR;Pix
317;20/02/2026 14:06;Letícia Carvalho;Caixa de Som PC;Informática;2;120.0;Arapongas;PR;Pix
318;20/02/2026 14:37;Guilherme Santos;Adaptador Bluetooth USB;Informática;2;39.9;Arapongas;PR;Pix
319;20/02/2026 20:35;Gabriel Fernandes;Mouse Gamer RGB;Informática;8;149.9;Ibiporã;PR;Boleto Bancário
320;21/02/2026 00:39;Julia Gomes;Processador AMD Ryzen 7;Informática;7;1780.0;Arapongas;PR;Cartão de Crédito
321;21/02/2026 01:20;Larissa Pereira;Repetidor Wi-Fi;Informática;1;89.0;Londrina;PR;Boleto Bancário
322;21/02/2026 01:50;Beatriz Costa;Notebook Home;Informática;5;2499.0;Cambé;PR;Boleto Bancário
323;21/02/2026 09:20;Larissa Oliveira;HD Externo 2TB;Informática;11;449.0;Arapongas;PR;Pix
324;21/02/2026 15:20;Vitor Ferreira;Headset Gamer;Informática;4;199.9;Arapongas;PR;Pix
325;21/02/2026 19:08;Daniel Ribeiro;Repetidor Wi-Fi;Informática;10;89.0;Cambé;PR;Pix
326;22/02/2026 02:53;Mateus Carvalho;Scanner de Mesa;Informática;6;650.0;Ibiporã;PR;Pix
327;22/02/2026 12:58;Rodrigo Fernandes;Memória RAM 16GB DDR4;Informática;11;320.0;Maringá;PR;Cartão de Crédito
328;22/02/2026 13:24;Bruna Oliveira;Teclado Mecânico;Informática;11;249.9;Apucarana;PR;Boleto Bancário
329;22/02/2026 13:32;Bruna Vieira;Monitor 4K 32;Informática;12;2400.0;Londrina;PR;Cartão de Crédito
330;22/02/2026 16:30;Lucas Costa;SSD 1TB NVMe;Informática;3;450.0;Ibiporã;PR;Boleto Bancário
331;23/02/2026 13:50;Vitor Souza;Nobreak 1500VA;Informática;2;799.0;Apucarana;PR;Boleto Bancário
332;23/02/2026 18:13;Letícia Pereira;HD Externo 1TB;Informática;2;299.0;Arapongas;PR;Cartão de Crédito
333;24/02/2026 02:26;Letícia Pereira;Monitor 21.5 IPS;Informática;12;599.0;Apucarana;PR;Cartão de Crédito
334;24/02/2026 04:48;Julia Carvalho;Suporte Articulado;Informática;1;150.0;Ibiporã;PR;Boleto Bancário
335;24/02/2026 06:17;João Ribeiro;Cabo de Rede CAT6 5m;Informática;8;25.0;Arapongas;PR;Boleto Bancário
336;24/02/2026 06:52;Rodrigo Alves;Cabo de Rede CAT6 5m;Informática;3;25.0;Arapongas;PR;Cartão de Crédito
337;24/02/2026 08:42;Letícia Costa;Monitor 4K 32;Informática;1;2400.0;Cambé;PR;Pix
338;24/02/2026 14:20;Gustavo Costa;Cabo de Rede CAT6 5m;Informática;9;25.0;Maringá;PR;Boleto Bancário
339;24/02/2026 19:18;André Rodrigues;Cabo de Rede CAT6 5m;Informática;12;25.0;Maringá;PR;Cartão de Crédito
340;24/02/2026 20:40;Mateus Carvalho;Headset Bluetooth;Informática;10;280.0;Cambé;PR;Pix
341;25/02/2026 04:35;Gabriel Almeida;Monitor Ultrawide 29;Informática;7;1150.0;Cambé;PR;Boleto Bancário
342;25/02/2026 07:43;João Ferreira;Suporte Articulado;Informática;5;150.0;Arapongas;PR;Pix
343;25/02/2026 13:28;Aline Ferreira;Cooler Fan 120mm;Informática;3;45.0;Maringá;PR;Pix
344;25/02/2026 14:44;Daniel Barbosa;Switch Gigabit 8 Portas;Informática;12;135.0;Cambé;PR;Pix
345;25/02/2026 15:13;Larissa Pereira;Impressora Tanque Tinta;Informática;6;1100.0;Ibiporã;PR;Boleto Bancário
346;25/02/2026 16:07;João Vieira;Repetidor Wi-Fi;Informática;4;89.0;Maringá;PR;Cartão de Crédito
347;26/02/2026 07:08;Ana Lima;Notebook Home;Informática;5;2499.0;Ibiporã;PR;Pix
348;26/02/2026 09:02;Enzo Vieira;Mini PC Intel;Informática;12;1250.0;Ibiporã;PR;Cartão de Crédito
349;26/02/2026 12:44;Lucas Vieira;Monitor Ultrawide 29;Informática;12;1150.0;Ibiporã;PR;Pix
350;26/02/2026 13:19;Aline Costa;Scanner de Mesa;Informática;6;650.0;Cambé;PR;Pix
351;26/02/2026 14:23;Aline Santos;Cabo de Rede CAT6 5m;Informática;11;25.0;Ibiporã;PR;Pix
352;26/02/2026 14:56;Daniel Alves;Mini PC Intel;Informática;9;1250.0;Apucarana;PR;Pix
353;26/02/2026 15:14;Amanda Costa;Processador Intel i7;Informática;2;1950.0;Londrina;PR;Pix
354;26/02/2026 19:02;Vitor Ferreira;SSD 500GB NVMe;Informática;11;260.0;Londrina;PR;Cartão de Crédito
355;26/02/2026 23:09;Rafael Ferreira;Water Cooler 240mm;Informática;3;410.0;Apucarana;PR;Boleto Bancário
356;27/02/2026 03:12;Guilherme Carvalho;Gabinete Gamer ATX;Informática;1;320.0;Ibiporã;PR;Pix
357;27/02/2026 06:09;Rafael Ferreira;HD Externo 2TB;Informática;9;449.0;Londrina;PR;Pix
358;27/02/2026 09:54;Julia Gomes;Mousepad Extended;Informática;10;69.9;Ibiporã;PR;Boleto Bancário
359;27/02/2026 16:24;André Souza;Repetidor Wi-Fi;Informática;12;89.0;Ibiporã;PR;Boleto Bancário
360;27/02/2026 20:04;Letícia Carvalho;Headset Bluetooth;Informática;9;280.0;Ibiporã;PR;Pix
361;27/02/2026 21:46;Gustavo Martins;Impressora Tanque Tinta;Informática;1;1100.0;Arapongas;PR;Pix
362;28/02/2026 11:11;Vinícius Lopes;Webcam Full HD;Informática;6;210.0;Cambé;PR;Cartão de Crédito
363;28/02/2026 11:35;Daniel Souza;Processador Intel i7;Informática;5;1950.0;Maringá;PR;Boleto Bancário
364;28/02/2026 13:21;Arthur Lopes;Cadeira Gamer;Informática;4;990.0;Ibiporã;PR;Boleto Bancário
365;28/02/2026 16:35;Yasmin Costa;Scanner de Mesa;Informática;6;650.0;Cambé;PR;Boleto Bancário
366;28/02/2026 19:51;Amanda Carvalho;Filtro Linha 6 Tomadas;Informática;4;49.9;Ibiporã;PR;Cartão de Crédito
367;28/02/2026 21:53;Guilherme Santos;Cooler Fan 120mm;Informática;3;45.0;Ibiporã;PR;Cartão de Crédito
368;28/02/2026 23:03;André Rodrigues;SSD 2TB NVMe;Informática;12;820.0;Cambé;PR;Cartão de Crédito
369;01/03/2026 01:06;Arthur Alves;Headset Bluetooth;Informática;7;280.0;Apucarana;PR;Boleto Bancário
370;01/03/2026 02:45;Enzo Vieira;Gabinete Gamer ATX;Informática;3;320.0;Cambé;PR;Pix
371;01/03/2026 08:50;Beatriz Lima;Processador Intel i7;Informática;8;1950.0;Ibiporã;PR;Cartão de Crédito
372;01/03/2026 09:45;Diego Soares;Placa de Vídeo RTX 4060;Informática;6;2100.0;Cambé;PR;Cartão de Crédito
373;01/03/2026 10:49;Vitor Barbosa;Cadeira Gamer;Informática;10;990.0;Ibiporã;PR;Pix
374;01/03/2026 13:02;Aline Santos;Monitor Gamer 27 165Hz;Informática;9;1350.0;Apucarana;PR;Cartão de Crédito
375;01/03/2026 15:01;Guilherme Almeida;Scanner de Mesa;Informática;9;650.0;Maringá;PR;Cartão de Crédito
376;01/03/2026 17:13;Aline Souza;Monitor 4K 32;Informática;9;2400.0;Maringá;PR;Pix
377;01/03/2026 17:47;Gabriel Oliveira;Roteador Wi-Fi 6;Informática;7;320.0;Londrina;PR;Pix
378;02/03/2026 08:21;Yasmin Vieira;Fonte Real 650W;Informática;11;380.0;Apucarana;PR;Pix
379;02/03/2026 12:36;Enzo Santos;Headset Gamer;Informática;4;199.9;Cambé;PR;Boleto Bancário
380;02/03/2026 14:39;Ana Alves;Monitor Gamer 24 144Hz;Informática;11;980.0;Londrina;PR;Cartão de Crédito
381;02/03/2026 17:08;Gustavo Lopes;Tablet Android 10;Informática;8;899.0;Maringá;PR;Boleto Bancário
382;02/03/2026 21:19;Aline Gomes;Notebook Home;Informática;4;2499.0;Londrina;PR;Boleto Bancário
383;03/03/2026 06:39;Vitor Oliveira;Mouse Gamer RGB;Informática;2;149.9;Arapongas;PR;Pix
384;03/03/2026 07:03;Gustavo Pereira;Roteador Wi-Fi 6;Informática;5;320.0;Londrina;PR;Boleto Bancário
385;03/03/2026 08:28;Bruna Vieira;Cadeira Gamer;Informática;9;990.0;Cambé;PR;Pix
386;03/03/2026 09:51;Gabriel Martins;Monitor Gamer 27 165Hz;Informática;5;1350.0;Ibiporã;PR;Cartão de Crédito
387;03/03/2026 15:58;João Lima;Mouse Gamer RGB;Informática;2;149.9;Londrina;PR;Cartão de Crédito
388;03/03/2026 17:20;Gabriel Oliveira;Cadeira Gamer;Informática;9;990.0;Londrina;PR;Boleto Bancário
389;03/03/2026 18:24;Yasmin Almeida;Placa-Mãe ASUS Prime;Informática;11;780.0;Ibiporã;PR;Cartão de Crédito
390;03/03/2026 22:09;Pedro Carvalho;Mini PC Intel;Informática;2;1250.0;Maringá;PR;Boleto Bancário
391;03/03/2026 22:10;Felipe Santos;Impressora Tanque Tinta;Informática;7;1100.0;Ibiporã;PR;Cartão de Crédito
392;03/03/2026 22:30;Vinícius Lopes;Filtro Linha 6 Tomadas;Informática;3;49.9;Londrina;PR;Pix
393;03/03/2026 23:26;Beatriz Lima;Scanner de Mesa;Informática;1;650.0;Londrina;PR;Cartão de Crédito
394;04/03/2026 01:36;Thiago Souza;Placa de Vídeo RX 7600;Informática;5;1650.0;Cambé;PR;Cartão de Crédito
395;04/03/2026 02:17;Vinícius Silva;Adaptador Bluetooth USB;Informática;5;39.9;Arapongas;PR;Pix
396;04/03/2026 03:44;João Vieira;Mousepad Extended;Informática;7;69.9;Arapongas;PR;Pix
397;04/03/2026 04:41;Beatriz Ferreira;Processador AMD Ryzen 7;Informática;11;1780.0;Londrina;PR;Boleto Bancário
398;04/03/2026 09:42;João Carvalho;Processador Intel i7;Informática;12;1950.0;Cambé;PR;Cartão de Crédito
399;04/03/2026 10:24;Daniel Souza;Suporte Articulado;Informática;10;150.0;Londrina;PR;Boleto Bancário
400;04/03/2026 15:35;João Pereira;Placa-Mãe ASUS Prime;Informática;9;780.0;Londrina;PR;Pix
401;04/03/2026 18:33;Enzo Alves;Mini PC Intel;Informática;10;1250.0;Londrina;PR;Pix
402;04/03/2026 22:14;Arthur Soares;Suporte Articulado;Informática;7;150.0;Arapongas;PR;Boleto Bancário
403;05/03/2026 00:16;Rafael Almeida;Processador AMD Ryzen 7;Informática;3;1780.0;Cambé;PR;Cartão de Crédito
404;05/03/2026 03:29;Daniel Alves;Memória RAM 32GB DDR5;Informática;7;750.0;Cambé;PR;Pix
405;05/03/2026 05:52;Thiago Rodrigues;Notebook Gamer;Informática;5;5499.0;Ibiporã;PR;Boleto Bancário
406;05/03/2026 20:17;Bruna Vieira;Notebook Pro;Informática;1;6200.0;Cambé;PR;Boleto Bancário
407;05/03/2026 21:42;João Ribeiro;SSD 500GB NVMe;Informática;1;260.0;Londrina;PR;Boleto Bancário
408;05/03/2026 23:40;Ana Gomes;Switch Gigabit 8 Portas;Informática;9;135.0;Cambé;PR;Cartão de Crédito
409;06/03/2026 00:05;Yasmin Almeida;Mouse Sem Fio;Informática;12;89.9;Ibiporã;PR;Boleto Bancário
410;06/03/2026 01:41;Yasmin Vieira;Teclado de Membrana;Informática;7;79.9;Ibiporã;PR;Boleto Bancário
411;06/03/2026 07:07;Enzo Soares;SSD 500GB NVMe;Informática;3;260.0;Maringá;PR;Boleto Bancário
412;06/03/2026 10:07;Maria Lima;Gabinete Gamer ATX;Informática;2;320.0;Maringá;PR;Boleto Bancário
413;06/03/2026 15:07;Vitor Ferreira;Adaptador Bluetooth USB;Informática;9;39.9;Arapongas;PR;Boleto Bancário
414;07/03/2026 06:21;Lucas Martins;Repetidor Wi-Fi;Informática;5;89.0;Ibiporã;PR;Cartão de Crédito
415;07/03/2026 09:20;Julia Fernandes;Gabinete Gamer ATX;Informática;4;320.0;Ibiporã;PR;Boleto Bancário
416;07/03/2026 11:10;Beatriz Lima;Monitor Gamer 27 165Hz;Informática;6;1350.0;Maringá;PR;Boleto Bancário
417;07/03/2026 14:16;Letícia Carvalho;Notebook Pro;Informática;2;6200.0;Apucarana;PR;Boleto Bancário
418;07/03/2026 23:30;Maria Lima;Placa-Mãe ASUS Prime;Informática;6;780.0;Arapongas;PR;Pix
419;08/03/2026 10:17;Yasmin Lima;Teclado Mecânico;Informática;11;249.9;Apucarana;PR;Boleto Bancário
420;08/03/2026 12:20;Diego Soares;Cabo de Rede CAT6 5m;Informática;10;25.0;Cambé;PR;Pix
421;08/03/2026 22:28;Mateus Vieira;Mouse Gamer RGB;Informática;3;149.9;Londrina;PR;Pix
422;09/03/2026 01:06;Vitor Lopes;Fonte Real 750W;Informática;12;490.0;Ibiporã;PR;Boleto Bancário
423;09/03/2026 01:08;Leonardo Almeida;Microfone Condensador;Informática;6;340.0;Maringá;PR;Boleto Bancário
424;09/03/2026 10:39;Beatriz Lima;Nobreak 1500VA;Informática;8;799.0;Arapongas;PR;Pix
425;09/03/2026 17:07;Enzo Rodrigues;Teclado de Membrana;Informática;5;79.9;Arapongas;PR;Boleto Bancário
426;09/03/2026 18:24;André Rodrigues;Memória RAM 8GB DDR4;Informática;11;180.0;Cambé;PR;Cartão de Crédito
427;09/03/2026 19:30;Felipe Costa;Water Cooler 240mm;Informática;9;410.0;Maringá;PR;Pix
428;09/03/2026 20:13;Vitor Barbosa;Nobreak 1500VA;Informática;2;799.0;Ibiporã;PR;Cartão de Crédito
429;09/03/2026 20:50;Rodrigo Alves;Processador AMD Ryzen 7;Informática;11;1780.0;Londrina;PR;Boleto Bancário
430;10/03/2026 00:11;João Souza;Cabo de Rede CAT6 5m;Informática;10;25.0;Maringá;PR;Cartão de Crédito
431;10/03/2026 10:19;Gabriel Ferreira;Repetidor Wi-Fi;Informática;9;89.0;Cambé;PR;Pix
432;10/03/2026 10:54;Enzo Rodrigues;Notebook Pro;Informática;3;6200.0;Apucarana;PR;Pix
433;10/03/2026 17:52;Diego Santos;Fonte Real 650W;Informática;10;380.0;Ibiporã;PR;Pix
434;10/03/2026 18:02;Ana Lopes;Memória RAM 32GB DDR5;Informática;9;750.0;Cambé;PR;Cartão de Crédito
435;11/03/2026 03:08;Diego Carvalho;Caixa de Som PC;Informática;9;120.0;Londrina;PR;Boleto Bancário
436;11/03/2026 03:51;Yasmin Lima;Fonte Real 750W;Informática;11;490.0;Maringá;PR;Boleto Bancário
437;11/03/2026 04:06;Guilherme Santos;Memória RAM 32GB DDR5;Informática;3;750.0;Maringá;PR;Boleto Bancário
438;11/03/2026 05:16;Mateus Carvalho;Adaptador Bluetooth USB;Informática;3;39.9;Ibiporã;PR;Boleto Bancário
439;11/03/2026 06:51;João Pereira;Monitor Gamer 24 144Hz;Informática;1;980.0;Maringá;PR;Pix
440;11/03/2026 13:31;Amanda Ribeiro;Fonte Real 650W;Informática;5;380.0;Apucarana;PR;Cartão de Crédito
441;11/03/2026 13:53;Bruna Pereira;Placa de Vídeo RTX 4060;Informática;4;2100.0;Cambé;PR;Pix
442;11/03/2026 14:31;Pedro Gomes;Headset Bluetooth;Informática;8;280.0;Londrina;PR;Cartão de Crédito
443;11/03/2026 22:48;Gabriel Lima;Notebook Pro;Informática;2;6200.0;Ibiporã;PR;Boleto Bancário
444;12/03/2026 01:35;Leonardo Almeida;Notebook Gamer;Informática;12;5499.0;Apucarana;PR;Boleto Bancário
445;12/03/2026 04:08;Leonardo Pereira;Roteador Wi-Fi 6;Informática;3;320.0;Arapongas;PR;Boleto Bancário
446;12/03/2026 04:40;Diego Carvalho;Headset Bluetooth;Informática;10;280.0;Ibiporã;PR;Cartão de Crédito
447;12/03/2026 06:07;Pedro Ribeiro;Monitor 4K 32;Informática;7;2400.0;Maringá;PR;Boleto Bancário
448;12/03/2026 06:59;Bruna Oliveira;Caixa de Som PC;Informática;6;120.0;Arapongas;PR;Pix
449;12/03/2026 07:34;Larissa Lima;Switch Gigabit 8 Portas;Informática;9;135.0;Maringá;PR;Pix
450;12/03/2026 09:07;Vinícius Silva;SSD 1TB NVMe;Informática;2;450.0;Cambé;PR;Boleto Bancário
451;12/03/2026 17:00;Yasmin Vieira;Water Cooler 240mm;Informática;3;410.0;Maringá;PR;Cartão de Crédito
452;12/03/2026 19:40;Amanda Carvalho;Headset Gamer;Informática;12;199.9;Londrina;PR;Boleto Bancário
453;12/03/2026 20:50;Julia Carvalho;Fonte Real 650W;Informática;6;380.0;Ibiporã;PR;Cartão de Crédito
454;13/03/2026 07:07;Lucas Silva;Monitor Gamer 24 144Hz;Informática;8;980.0;Arapongas;PR;Cartão de Crédito
455;13/03/2026 12:23;Enzo Soares;Cabo de Rede CAT6 5m;Informática;11;25.0;Arapongas;PR;Cartão de Crédito
456;13/03/2026 17:36;Gabriel Martins;Fonte Real 750W;Informática;3;490.0;Cambé;PR;Boleto Bancário
457;13/03/2026 18:14;Rodrigo Ribeiro;SSD 1TB NVMe;Informática;11;450.0;Cambé;PR;Cartão de Crédito
458;14/03/2026 02:16;Guilherme Carvalho;Adaptador Bluetooth USB;Informática;1;39.9;Maringá;PR;Pix
459;14/03/2026 12:26;Maria Souza;SSD 2TB NVMe;Informática;7;820.0;Cambé;PR;Boleto Bancário
460;14/03/2026 12:29;Larissa Fernandes;Notebook Gamer;Informática;12;5499.0;Ibiporã;PR;Boleto Bancário
461;14/03/2026 12:32;Beatriz Alves;Cooler Fan 120mm;Informática;4;45.0;Arapongas;PR;Boleto Bancário
